productId,brand,name,price_eur,available,category,size_value,main_category
https://www.auchan.fr/auchan-beurre-doux/pr-C1171748,AUCHAN,Beurre doux,"4,49€",Available,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/elle-vire-mini-beurre-demi-sel-gastronomique/pr-C1177918,ELLE & VIRE,Mini-beurre demi-sel gastronomique,"3,78€",Available,"Produits laitiers, oeufs, fromages",0.2,Epicerie-Salée
https://www.auchan.fr/paysan-breton-beurre-aux-cristaux-de-sel-de-guerande/pr-C1174491,PAYSAN BRETON,Beurre aux cristaux de sel de Guérande,"4,45€",Available,"Produits laitiers, oeufs, fromages",0.25,Epicerie-Salée
https://www.auchan.fr/president-la-motte-beurre-demi-sel/pr-C1177870,PRESIDENT,La Motte - Beurre demi-sel,"3,80€",Almost there,"Produits laitiers, oeufs, fromages",0.25,Epicerie-Salée
https://www.auchan.fr/president-motte-tendre-beurre-doux/pr-C1177988,PRESIDENT,Motte tendre - Beurre doux,"3,31€",Available,"Produits laitiers, oeufs, fromages",0.25,Epicerie-Sucrée
https://www.auchan.fr/st-hubert-margarine-omega-3-doux-tartine-et-cuisson/pr-C1176005,ST HUBERT,Margarine oméga 3 doux tartine et cuisson,"3,03€",Almost there,"Produits laitiers, oeufs, fromages",0.51010101010101,Epicerie-Sucrée
https://www.auchan.fr/bridelice-creme-fraiche-legere-epaisse-15-mg/pr-C1169621,BRIDELICE,Crème fraiche légère & épaisse 15% MG,"1,99€",Available,"Produits laitiers, oeufs, fromages",0.4975,Epicerie-Sucrée
https://www.auchan.fr/president-creme-fraiche-epaisse-entiere-30-mg/pr-C1169646,PRESIDENT,Crème fraîche épaisse entière 30%MG,"2,66€",Available,"Produits laitiers, oeufs, fromages",0.4411276948590381,Epicerie-Sucrée
https://www.auchan.fr/vrai-creme-fraiche-epaisse-bio-de-normandie-38-mg/pr-C1178037,VRAI,Crème fraîche épaisse bio de Normandie 38% MG,"2,65€",Available,"Produits laitiers, oeufs, fromages",0.1999999999999999,Epicerie-Sucrée
https://www.auchan.fr/auchan-specialite-laitiere-epaisse-4-mg/pr-C1171043,AUCHAN,Spécialité laitière épaisse 4%MG,"1,05€",Available,"Produits laitiers, oeufs, fromages",0.2,Boissons-et-Lait
https://www.auchan.fr/elle-vire-creme-semi-epaisse-legere-4-mg-uht/pr-C1177810,ELLE & VIRE,Crème semi-épaisse légère 4% MG UHT,"3,34€",Available,"Produits laitiers, oeufs, fromages",0.5996409335727109,Boissons-et-Lait
https://www.auchan.fr/president-creme-semi-epaisse-entiere-gastronomique-30-mg-uht/pr-C1174614,PRESIDENT,Crème semi-épaisse entière gastronomique 30% MG UHT,"4,24€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Boissons-et-Lait
https://www.auchan.fr/auchan-creme-fluide-legere-15-mg-uht/pr-C1177970,AUCHAN,Crème fluide légère 15%MG UHT,"2,01€",Available,"Produits laitiers, oeufs, fromages",0.5999999999999999,Boissons-et-Lait
https://www.auchan.fr/president-secret-de-creme-fluide-legere-25-mg-uht/pr-C1625338,PRESIDENT,Secret de crème fluide légère 25% MG UHT,"3,99€",Almost there,"Entretien, accessoires de la maison",0.6,Boissons-et-Lait
https://www.auchan.fr/elle-vire-creme-a-fouetter-et-mascarpone-uht/pr-C1175547,ELLE & VIRE,Crème à fouetter et Mascarpone UHT,"3,39€",Available,"Produits laitiers, oeufs, fromages",0.3300876338851022,Epicerie-Sucrée
https://www.auchan.fr/charal-sauce-3-poivres/pr-C1201264,CHARAL,Sauce 3 poivres,"2,10€",Available,Epicerie salée,0.12,Epicerie-Sucrée
https://www.auchan.fr/charal-sauce-roquefort/pr-C1199595,CHARAL,Sauce roquefort,"2,10€",Almost there,"Charcuterie, traiteur",0.12,Charcuterie
https://www.auchan.fr/bridelice-creme-anglaise-saveur-vanille-uht/pr-C1169620,BRIDELICE,Crème anglaise saveur vanille UHT,"2,17€",Available,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/bridelice-creme-fouettee-legere-en-bombe-20-mg-uht/pr-C1161752,BRIDELICE,Crème fouettée légère en bombe 20% MG UHT,"2,94€",Available,"Entretien, accessoires de la maison",0.25,Boissons-et-Lait
https://www.auchan.fr/president-creme-fouettee-ferme-et-onctueuse-en-bombe-uht/pr-C1161750,PRESIDENT,Crème fouettée ferme et onctueuse en bombe UHT,"3,59€",Available,"Produits laitiers, oeufs, fromages",0.25,Epicerie-Sucrée
https://www.auchan.fr/auchan-boisson-vegetale-a-base-d-amande-sans-sucres/pr-C1305155,AUCHAN,Boisson végétale à base d'amande sans sucres,"2,06€",Available,Surgelés,1.0,Boissons
https://www.auchan.fr/auchan-boisson-vegetale-a-base-d-amande/pr-C1169837,AUCHAN,Boisson végétale à base d'amande,"2,24€",Almost there,Surgelés,1.0,Boissons
https://www.auchan.fr/auchan-boisson-vegetale-a-base-d-avoine/pr-C1170464,AUCHAN,Boisson végétale à base d'avoine,"2,26€",Almost there,Surgelés,1.0,Boissons
https://www.auchan.fr/auchan-boisson-vegetale-a-base-de-noisette/pr-C1169975,AUCHAN,Boisson végétale à base de noisette,"2,20€",Almost there,"Fruits, légumes",1.0,Boissons
https://www.auchan.fr/alpro-boisson-vegetale-a-l-amande-grillee-de-mediterranee/pr-C1174752,ALPRO,Boisson végétale à l'amande grillée de Méditerranée,"2,79€",Available,"Boucherie, volaille, poissonnerie",1.0,Boissons
https://www.auchan.fr/alpro-boisson-vegetale-noisette/pr-C1174927,ALPRO,Boisson végétale noisette,"2,73€",Almost there,"Fruits, légumes",1.0,Boissons
https://www.auchan.fr/auchan-boisson-vegetale-coco/pr-C1170463,AUCHAN,Boisson végétale coco,"2,06€",Almost there,Surgelés,1.0,Boissons
https://www.auchan.fr/auchan-boisson-vegetale-au-soja/pr-C1174955,AUCHAN,Boisson végétale au soja,"1,40€",Almost there,"Fruits, légumes",1.0,Boissons
https://www.auchan.fr/les-300-laitiers-bio-fromage-blanc-nature/pr-C1170422,LES 300 LAITIERS BIO,Fromage blanc nature,"1,90€",Available,Tout pour bébé,0.3999999999999999,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/calin-extra-fromage-blanc-nature-3-2-mg/pr-C1367215,CALIN,Extra - Fromage blanc nature 3,"2,86€",Available,Tout pour bébé,0.8511904761904762,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/rians-mini-faisselle-fromage-blanc-de-campagne/pr-C1178075,RIANS,Mini faisselle fromage blanc de campagne,"2,29€",Available,"Produits laitiers, oeufs, fromages",0.3996509598603839,Pain-et-Viennoiserie
https://www.auchan.fr/les-300-laitiers-bio-yaourt-nature/pr-C1730521,LES 300 LAITIERS BIO,Yaourt nature,"1,32€",Available,"Produits laitiers, oeufs, fromages",0.44,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/perle-de-lait-yaourt-brasse-nature/pr-C1475359,PERLE DE LAIT,Yaourt brassé nature,"2,02€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/veloute-yaourt-brasse-nature/pr-C1177444,VELOUTE,Yaourt brassé nature,"3,85€",Almost there,"Produits laitiers, oeufs, fromages",1.9948186528497407,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/perle-de-lait-yaourt-brasse-nature-sur-lit-de-caramel-a-la-fleur-de-sel/pr-C1171630,PERLE DE LAIT,Yaourt brassé nature sur lit de caramel à la fleur de sel,"1,88€",Almost there,Epicerie sucrée,0.5,Epicerie-Sucrée
https://www.auchan.fr/vrai-yaourt-nature-bio-0-mg/pr-C1175571,VRAI,Yaourt nature bio 0% MG,"1,64€",Available,"Produits laitiers, oeufs, fromages",0.5,Boissons-et-Lait
https://www.auchan.fr/panier-de-yoplait-yaourt-aux-fruits-panache-avec-morceaux/pr-C1774893,PANIER DE YOPLAIT,Yaourt aux fruits panaché avec morceaux,"3,69€",Almost there,"Produits laitiers, oeufs, fromages",1.9945945945945944,Epicerie-Sucrée
https://www.auchan.fr/perle-de-lait-yaourt-brasse-a-la-vanille/pr-C1475362,PERLE DE LAIT,Yaourt brassé à la vanille,"1,98€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/vrai-creme-dessert-au-lait-de-brebis-au-chocolat-bio/pr-C1176680,VRAI,Crème dessert au lait de brebis au chocolat bio,"2,81€",Available,Epicerie sucrée,0.25,Epicerie-Sucrée
https://www.auchan.fr/la-fermiere-yaourt-a-la-vanille-de-madagascar/pr-C1177811,LA FERMIERE,Yaourt à la vanille de Madagascar,"2,25€",Available,"Produits laitiers, oeufs, fromages",0.2798507462686567,Epicerie-Sucrée
https://www.auchan.fr/les-300-laitiers-bio-creme-au-chocolat/pr-C1170513,LES 300 LAITIERS BIO,Crème au chocolat,"1,90€",Almost there,Epicerie sucrée,0.38,Epicerie-Sucrée
https://www.auchan.fr/savoie-yaourt-yaourt-sucre-sur-lit-de-fruits-rouges/pr-C1177662,SAVOIE YAOURT,Yaourt sucré sur lit de fruits rouges,"3,35€",Available,"Eaux, jus, soda, thés glacés",0.749440715883669,Epicerie-Sucrée
https://www.auchan.fr/savoie-yaourt-yaourt-sucre-sur-lit-de-fruits-jaunes/pr-C1177661,SAVOIE YAOURT,Yaourt sucré sur lit de fruits jaunes,"3,35€",Available,"Eaux, jus, soda, thés glacés",0.749440715883669,Epicerie-Sucrée
https://www.auchan.fr/bonne-maman-yaourt-surmonte-de-morceaux-de-fraises/pr-C1480132,BONNE MAMAN,Yaourt surmonté de morceaux de fraises,"2,15€",Available,"Produits laitiers, oeufs, fromages",0.25,Epicerie-Sucrée
https://www.auchan.fr/savoie-yaourt-yaourt-sucre-sur-lit-de-fruits-de-saison-framboise-citron-groseille-nectarine/pr-C1177278,SAVOIE YAOURT,Yaourt sucré sur lit de fruits de saison framboise citron groseille/nectarine,"2,69€",Almost there,Surgelés,0.7493036211699164,Epicerie-Sucrée
https://www.auchan.fr/plaisir-des-alpes-yaourt-sucre-aux-fruits-exotiques/pr-C1740603,PLAISIR DES ALPES,Yaourt sucré aux fruits exotiques,"2,69€",Almost there,"Produits laitiers, oeufs, fromages",0.7493036211699164,Epicerie-Sucrée
https://www.auchan.fr/bonne-maman-yaourt-surmonte-de-morceaux-d-abricots/pr-C1480134,BONNE MAMAN,Yaourt surmonté de morceaux d'abricots,"1,80€",Almost there,"Produits laitiers, oeufs, fromages",0.25,Epicerie-Sucrée
https://www.auchan.fr/bonne-maman-yaourt-surmonte-de-morceaux-de-cerises/pr-C1480227,BONNE MAMAN,Yaourt surmonté de morceaux de cerises,"1,80€",Almost there,Surgelés,0.25,Epicerie-Sucrée
https://www.auchan.fr/la-fermiere-yaourt-onctueux-vanille-sur-lit-gourmand-poires-amandes/pr-C1669830,LA FERMIERE,Yaourt onctueux vanille sur lit gourmand poires amandes,"3,61€",Almost there,"Produits laitiers, oeufs, fromages",0.3000831255195345,Epicerie-Sucrée
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-saveur-vanille/pr-C1164301,ACTIVIA,Probiotiques - Yaourt au bifidus saveur vanille,"5,99€",Almost there,"Produits laitiers, oeufs, fromages",1.9966666666666668,Boissons-et-Lait
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-la-fraise/pr-C1158017,ACTIVIA,Probiotiques - Yaourt au bifidus à la fraise,"1,75€",Available,"Produits laitiers, oeufs, fromages",0.5,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-la-mangue/pr-C1158019,ACTIVIA,Probiotiques - Yaourt au bifidus à la mangue,"1,79€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-mure-framboise/pr-C1158409,ACTIVIA,Probiotiques - Yaourt au bifidus mûre framboise,"1,79€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-l-ananas/pr-C1158027,ACTIVIA,Probiotiques - Yaourt au bifidus à l'ananas,"1,75€",Available,"Produits laitiers, oeufs, fromages",0.5,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-panache-vanille-framboise/pr-C1164299,ACTIVIA,Probiotiques - Yaourt au bifidus panaché vanille framboise,"6,53€",Almost there,"Produits laitiers, oeufs, fromages",1.996941896024465,Epicerie-Sucrée
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-la-figue/pr-C1158406,ACTIVIA,Probiotiques - Yaourt au bifidus à la figue,"1,75€",Available,"Produits laitiers, oeufs, fromages",0.5,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-la-poire/pr-C1158028,ACTIVIA,Probiotiques - Yaourt au bifidus à la poire,"1,79€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-la-cerise/pr-C1158029,ACTIVIA,Probiotiques - Yaourt au bifidus à la cerise,"1,75€",Available,"Produits laitiers, oeufs, fromages",0.5,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-peche-framboise/pr-C1158018,ACTIVIA,Probiotiques - Yaourt au bifidus pêche framboise,"1,79€",Almost there,"Boucherie, volaille, poissonnerie",0.5,Epicerie-Sucrée
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-l-abricot/pr-C1158407,ACTIVIA,Probiotiques - Yaourt au bifidus à l'abricot,"1,79€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-aux-pruneaux/pr-C1158020,ACTIVIA,Probiotiques - Yaourt au bifidus aux pruneaux,"1,79€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-la-myrtille/pr-C1158030,ACTIVIA,Probiotiques - Yaourt au bifidus à la myrtille,"1,79€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Boissons-et-Lait
https://www.auchan.fr/activia-yaourt-au-bifidus-saveur-kiwi/pr-C1158031,ACTIVIA,Yaourt au bifidus saveur kiwi,"1,75€",Available,"Produits laitiers, oeufs, fromages",0.5,Produits-Laitiers-Œufs-et-Fromages
https://www.auchan.fr/activia-yaourt-au-bifidus-saveur-rhubarbe/pr-C1158408,ACTIVIA,Yaourt au bifidus saveur rhubarbe,"1,79€",Almost there,"Pain, pâtisserie",0.5,Epicerie-Sucrée
https://www.auchan.fr/activia-cereales-probiotiques-yaourt-au-bifidus-au-muesli/pr-C1313731,ACTIVIA,CEREALES Probiotiques - Yaourt au bifidus au muesli,"1,99€",Almost there,"Produits laitiers, oeufs, fromages",0.4795180722891566,Epicerie-Sucrée
https://www.auchan.fr/activia-cereales-probiotiques-yaourt-au-bifidus-aux-noix/pr-C1313730,ACTIVIA,CEREALES Probiotiques - Yaourt au bifidus aux noix,"1,99€",Almost there,"Produits laitiers, oeufs, fromages",0.4795180722891566,Epicerie-Sucrée
https://www.auchan.fr/les-300-laitiers-bio-yaourt-brasse-a-la-fraise-et-a-la-framboise/pr-C1171859,LES 300 LAITIERS BIO,Yaourt brassé à la fraise et à la framboise,"2,05€",Available,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/les-300-laitiers-bio-yaourt-brasse-a-la-myrtille-et-mure/pr-C1170520,LES 300 LAITIERS BIO,Yaourt brassé à la myrtille et mûre,"2,05€",Available,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/perle-de-lait-yaourt-brasse-au-citron/pr-C1475360,PERLE DE LAIT,Yaourt brassé au citron,"1,98€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/perle-de-lait-yaourt-brasse-a-la-coco/pr-C1475367,PERLE DE LAIT,Yaourt brassé à la coco,"1,98€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/les-300-laitiers-bio-yaourt-brasse-abricot-et-peche/pr-C1170519,LES 300 LAITIERS BIO,Yaourt brassé abricot et pêche,"2,05€",Available,"Boucherie, volaille, poissonnerie",0.5,Epicerie-Sucrée
https://www.auchan.fr/perle-de-lait-yaourts-aromatises-multi-varietes/pr-C1485844,PERLE DE LAIT,Yaourts aromatisés multi variétés,"2,69€",Almost there,"Produits laitiers, oeufs, fromages",1.0,Boissons-et-Lait
https://www.auchan.fr/les-300-laitiers-bio-yaourt-a-l-ananas/pr-C1170518,LES 300 LAITIERS BIO,Yaourt à l'ananas,"2,05€",Available,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/yop-yaourt-a-boire-a-la-fraise/pr-C1170845,YOP,Yaourt à boire à la fraise,"1,85€",Almost there,"Produits laitiers, oeufs, fromages",0.8486238532110092,Boissons-et-Lait
https://www.auchan.fr/yop-yaourt-a-boire-a-la-framboise/pr-C1170843,YOP,Yaourt à boire à la framboise,"1,85€",Almost there,"Produits laitiers, oeufs, fromages",0.8486238532110092,Boissons-et-Lait
https://www.auchan.fr/yop-yaourt-a-boire-a-la-vanille/pr-C1170842,YOP,Yaourt à boire à la vanille,"1,85€",Almost there,"Produits laitiers, oeufs, fromages",0.8486238532110092,Boissons-et-Lait
https://www.auchan.fr/yop-yaourt-a-boire-au-chocolat/pr-C1170841,YOP,Yaourt à boire au chocolat,"1,85€",Almost there,Epicerie sucrée,0.8486238532110092,Boissons-et-Lait
https://www.auchan.fr/yop-yaourt-a-boire-a-la-fraise-et-banane/pr-C1170844,YOP,Yaourt à boire à la fraise et banane,"1,85€",Almost there,"Eaux, jus, soda, thés glacés",0.8486238532110092,Boissons-et-Lait
https://www.auchan.fr/yop-yaourt-a-boire-a-la-coco/pr-C1170846,YOP,Yaourt à boire à la coco,"1,85€",Almost there,"Eaux, jus, soda, thés glacés",0.8486238532110092,Boissons-et-Lait
https://www.auchan.fr/carte-noire-mochaccino-cafe-pur-arabica-bio-pret-a-boire/pr-C1411207,CARTE NOIRE,Mochaccino café pur arabica bio prêt à boire,"2,25€",Almost there,"Produits laitiers, oeufs, fromages",0.25,Boissons-et-Lait
https://www.auchan.fr/carte-noire-cappuccino-cafe-pur-arabica-bio-pret-a-boire/pr-C1411201,CARTE NOIRE,Cappuccino café pur arabica bio prêt à boire,"2,25€",Almost there,"Eaux, jus, soda, thés glacés",0.25,Boissons-et-Lait
https://www.auchan.fr/danette-creme-dessert-chocolat-vanille/pr-C1171122,DANETTE,Crème dessert chocolat vanille,"3,59€",Almost there,Epicerie sucrée,1.841025641025641,Epicerie-Sucrée
https://www.auchan.fr/danette-creme-dessert-cafe/pr-C1345838,DANETTE,Crème dessert café,"1,55€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/danette-creme-dessert-chocolat-noir-extra/pr-C1345835,DANETTE,Crème dessert chocolat noir extra,"1,56€",Almost there,Epicerie sucrée,0.5,Epicerie-Sucrée
https://www.auchan.fr/danette-creme-dessert-saveur-vanille/pr-C1345847,DANETTE,Crème dessert saveur vanille,"1,55€",Almost there,"Produits laitiers, oeufs, fromages",0.5,Epicerie-Sucrée
https://www.auchan.fr/danette-creme-dessert-caramel/pr-C1345830,DANETTE,Crème dessert caramel,"1,55€",Almost there,Epicerie sucrée,0.5,Epicerie-Sucrée
https://www.auchan.fr/danette-creme-dessert-chocolat-saveur-noisette/pr-C1345832,DANETTE,Crème dessert chocolat saveur noisette,"1,55€",Almost there,Epicerie sucrée,0.5,Epicerie-Sucrée
https://www.auchan.fr/la-laitiere-petit-pot-de-creme-saveur-biscuit/pr-C1175321,LA LAITIERE,Petit pot de crème saveur biscuit,"2,05€",Almost there,"Produits laitiers, oeufs, fromages",0.3996101364522417,Epicerie-Sucrée
https://www.auchan.fr/la-laitiere-petit-pot-de-creme-au-chocolat-noir/pr-C1175317,LA LAITIERE,Petit pot de crème au chocolat noir,"2,05€",Almost there,Epicerie sucrée,0.3996101364522417,Epicerie-Sucrée
https://www.auchan.fr/andros-specialite-pomme-et-pomme-poire/pr-C1176682,ANDROS,Spécialité pomme et pomme poire,"3,31€",Almost there,"Fruits, légumes",1.599033816425121,Fruits-Légumes
https://www.auchan.fr/andros-specialite-de-pomme-nature-et-pomme-fraise/pr-C1176681,ANDROS,Spécialité de pomme nature et pomme fraise,"3,67€",Almost there,"Fruits, légumes",1.6026200873362444,Fruits-Légumes
https://www.auchan.fr/andros-specialite-de-pomme-et-pomme-abricot/pr-C1176523,ANDROS,Spécialité de pomme et pomme abricot,"3,31€",Almost there,"Fruits, légumes",1.599033816425121,Fruits-Légumes
https://www.auchan.fr/la-laitiere-secret-de-mousse-au-chocolat-au-lait/pr-C1169663,LA LAITIERE,Secret de mousse au chocolat au lait,"2,07€",Available,Epicerie sucrée,0.2360319270239452,Epicerie-Sucrée
https://www.auchan.fr/la-laitiere-secret-de-mousse-au-chocolat-au-lait-et-chocolat-blanc/pr-C1174311,LA LAITIERE,Secret de mousse au chocolat au lait et chocolat blanc,"2,07€",Available,Epicerie sucrée,0.2360319270239452,Epicerie-Sucrée
https://www.auchan.fr/la-laitiere-maronsuis-mousse-a-la-creme-de-marrons/pr-C1170751,LA LAITIERE,Maronsuis Mousse à la crème de marrons,"2,39€",Available,"Produits laitiers, oeufs, fromages",0.2750287686996548,Epicerie-Sucrée
https://www.auchan.fr/la-laitiere-secret-de-mousse-au-chocolat-noir/pr-C1169662,LA LAITIERE,Secret de mousse au chocolat noir,"2,34€",Almost there,Epicerie sucrée,0.2358870967741935,Epicerie-Sucrée
