,url,brand,product_name,price,price_per_unit,rating,status,category,time,price_numeric,price_per_unit_numeric,quantity,confidence,new_cat
10,https://www.auchan.fr/lactel-lait-demi-ecreme-bio-uht/pr-C1178021,LACTEL,Lait demi-écrémé bio UHT,"6,74€","1,12€ / l",4.3,Available,Surgelés,2025-01-09 10:55:02,6.74,1.12,6.017857142857142,0.7591191530227661,Boissons-et-Lait
11,https://www.auchan.fr/lactel-lait-demi-ecreme-bio-uht/pr-C1178022,LACTEL,Lait demi-écrémé bio UHT,"1,61€","1,61€ / l",5.0,Available,Surgelés,2025-01-09 10:55:23,1.61,1.61,1.0,0.7591191530227661,Boissons-et-Lait
12,https://www.auchan.fr/lactel-lait-demi-ecreme-uht/pr-C1176896,LACTEL,Lait demi-écrémé UHT,"10,10€","1,26€ / l",4.7,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 10:55:27,10.1,1.26,8.015873015873016,0.7009534239768982,Boissons-et-Lait
13,https://www.auchan.fr/candia-viva-lait-demi-ecreme-uht-vitamine/pr-C1177780,CANDIA,Viva - Lait demi-écrémé UHT vitaminé,"7,02€","2,34€ / l",3.0,Almost there,Surgelés,2025-01-09 10:55:32,7.02,2.34,3.0,0.6837449669837952,Boissons-et-Lait
14,https://www.auchan.fr/auchan-solidaires-cultivons-le-bon-lait-ecreme-uht/pr-C1170530,AUCHAN SOLIDAIRES,CULTIVONS LE BON - Lait écrémé UHT,"1,04€","1,04€ / l",3.2,Available,Tout pour bébé,2025-01-09 10:55:46,1.04,1.04,1.0,0.8320665955543518,Boissons-et-Lait
15,https://www.auchan.fr/lactel-lait-ecreme-bio-uht/pr-C1177943,LACTEL,Lait écrémé bio UHT,"9,87€","1,65€ / l",4.1,Almost there,Surgelés,2025-01-09 10:55:51,9.87,1.65,5.9818181818181815,0.6700501441955566,Boissons-et-Lait
16,https://www.auchan.fr/candy-up-boisson-lactee-au-chocolat/pr-C1177783,CANDY'UP,Boisson lactée au chocolat,"2,85€","2,38€ / l",4.6,Available,Epicerie sucrée,2025-01-09 10:56:11,2.85,2.38,1.1974789915966388,0.8855750560760498,Boissons-et-Lait
17,https://www.auchan.fr/candy-up-boisson-lactee-a-la-fraise/pr-C1177782,CANDY'UP,Boisson lactée à la fraise,"2,81€","2,34€ / l",4.4,Available,Surgelés,2025-01-09 10:56:14,2.81,2.34,1.200854700854701,0.7390275001525879,Boissons-et-Lait
18,https://www.auchan.fr/candy-up-boisson-lactee-a-la-vanille/pr-C1177781,CANDY'UP,Boisson lactée à la vanille,"2,81€","2,34€ / l",4.3,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 10:56:19,2.81,2.34,1.200854700854701,0.8282407522201538,Boissons-et-Lait
19,https://www.auchan.fr/candy-up-boisson-lactee-au-chocolat-et-coco-michou/pr-C1791610,CANDY'UP,Boisson lactée au chocolat et coco Michou,"2,65€","2,21€ / l",4.2,Available,Epicerie sucrée,2025-01-09 10:56:23,2.65,2.21,1.1990950226244343,0.7285213470458984,Boissons-et-Lait
20,https://www.auchan.fr/cacolac-boisson-au-lait-et-au-cacao-boites/pr-C1206086,CACOLAC,Boisson au lait et au cacao boîtes,"5,93€","3,95€ / l",5.0,Available,Epicerie sucrée,2025-01-09 10:56:36,5.93,3.95,1.50126582278481,0.7211970090866089,Boissons-et-Lait
21,https://www.auchan.fr/candy-up-boisson-lactee-au-chocolat/pr-C1303477,CANDY'UP,Boisson lactée au chocolat,"5,35€","2,23€ / l",5.0,Almost there,Epicerie sucrée,2025-01-09 10:56:40,5.35,2.23,2.399103139013453,0.8855750560760498,Boissons-et-Lait
22,https://www.auchan.fr/auchan-oeufs-de-poules-elevees-en-plein-air-label-rouge/pr-C1171925,AUCHAN,Oeufs de poules élevées en plein air Label Rouge,"2,11€","0,35€ / pce",4.1,Almost there,"Boucherie, volaille, poissonnerie",2025-01-09 10:56:55,2.11,0.35,6.0285714285714285,0.722150444984436,Boucherie-et-Volaille
23,https://www.auchan.fr/auchan-solidaires-bio-cultivons-le-bon-oeufs-de-poules-elevees-en-plein-air/pr-C1171040,AUCHAN SOLIDAIRES BIO,CULTIVONS LE BON Œufs de poules élevées en plein air,"6,20€","0,34€ / pce",4.4,Available,"Boucherie, volaille, poissonnerie",2025-01-09 10:56:59,6.2,0.34,18.235294117647054,0.6942360401153564,Charcuterie-et-Volaille
24,https://www.auchan.fr/paysan-breton-beurre-moule-doux/pr-C1169288,PAYSAN BRETON,Beurre moulé doux,"4,99€","9,98€ / kg",4.9,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 10:57:08,4.99,9.98,0.5,0.914397954940796,Epicerie-Sucrée
25,https://www.auchan.fr/elle-vire-mini-beurre-doux-gastronomique/pr-C1177993,ELLE & VIRE,Mini-beurre doux gastronomique,"3,37€","16,85€ / kg",4.8,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:57:13,3.37,16.85,0.1999999999999999,0.817707359790802,Epicerie-Sucrée
26,https://www.auchan.fr/auchan-beurre-doux/pr-C1171748,AUCHAN,Beurre doux,"4,49€","8,98€ / kg",4.6,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:57:19,4.49,8.98,0.5,0.908353328704834,Epicerie-Sucrée
27,https://www.auchan.fr/elle-vire-mini-beurre-demi-sel-gastronomique/pr-C1177918,ELLE & VIRE,Mini-beurre demi-sel gastronomique,"3,78€","18,90€ / kg",5.0,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:57:39,3.78,18.9,0.2,0.7897586822509766,Epicerie-Salée
28,https://www.auchan.fr/paysan-breton-beurre-aux-cristaux-de-sel-de-guerande/pr-C1174491,PAYSAN BRETON,Beurre aux cristaux de sel de Guérande,"4,45€","17,80€ / kg",4.7,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:57:43,4.45,17.8,0.25,0.7904404401779175,Epicerie-Salée
29,https://www.auchan.fr/president-la-motte-beurre-demi-sel/pr-C1177870,PRESIDENT,La Motte - Beurre demi-sel,"3,80€","15,20€ / kg",5.0,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 10:57:47,3.8,15.2,0.25,0.7568910121917725,Epicerie-Salée
30,https://www.auchan.fr/president-motte-tendre-beurre-doux/pr-C1177988,PRESIDENT,Motte tendre - Beurre doux,"3,31€","13,24€ / kg",4.5,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:58:01,3.31,13.24,0.25,0.7622002363204956,Epicerie-Sucrée
31,https://www.auchan.fr/st-hubert-margarine-omega-3-doux-tartine-et-cuisson/pr-C1176005,ST HUBERT,Margarine oméga 3 doux tartine et cuisson,"3,03€","5,94€ / kg",4.7,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 10:58:18,3.03,5.94,0.51010101010101,0.729231595993042,Epicerie-Sucrée
32,https://www.auchan.fr/bridelice-creme-fraiche-legere-epaisse-15-mg/pr-C1169621,BRIDELICE,Crème fraiche légère & épaisse 15% MG,"1,99€","4,00€ / kg",4.3,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:58:23,1.99,4.0,0.4975,0.6970182657241821,Epicerie-Sucrée
33,https://www.auchan.fr/president-creme-fraiche-epaisse-entiere-30-mg/pr-C1169646,PRESIDENT,Crème fraîche épaisse entière 30%MG,"2,66€","6,03€ / kg",4.9,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:58:28,2.66,6.03,0.4411276948590381,0.706171989440918,Epicerie-Sucrée
34,https://www.auchan.fr/vrai-creme-fraiche-epaisse-bio-de-normandie-38-mg/pr-C1178037,VRAI,Crème fraîche épaisse bio de Normandie 38% MG,"2,65€","13,25€ / kg",4.3,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:58:37,2.65,13.25,0.1999999999999999,0.7001751065254211,Epicerie-Sucrée
35,https://www.auchan.fr/auchan-specialite-laitiere-epaisse-4-mg/pr-C1171043,AUCHAN,Spécialité laitière épaisse 4%MG,"1,05€","5,25€ / l",3.4,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:58:46,1.05,5.25,0.2,0.5928598642349243,Boissons-et-Lait
36,https://www.auchan.fr/elle-vire-creme-semi-epaisse-legere-4-mg-uht/pr-C1177810,ELLE & VIRE,Crème semi-épaisse légère 4% MG UHT,"3,34€","5,57€ / l",4.5,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:58:54,3.34,5.57,0.5996409335727109,0.607298731803894,Boissons-et-Lait
37,https://www.auchan.fr/president-creme-semi-epaisse-entiere-gastronomique-30-mg-uht/pr-C1174614,PRESIDENT,Crème semi-épaisse entière gastronomique 30% MG UHT,"4,24€","8,48€ / l",4.2,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 10:59:00,4.24,8.48,0.5,0.6813304424285889,Boissons-et-Lait
38,https://www.auchan.fr/auchan-creme-fluide-legere-15-mg-uht/pr-C1177970,AUCHAN,Crème fluide légère 15%MG UHT,"2,01€","3,35€ / l",4.6,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:59:04,2.01,3.35,0.5999999999999999,0.6084429025650024,Boissons-et-Lait
39,https://www.auchan.fr/president-secret-de-creme-fluide-legere-25-mg-uht/pr-C1625338,PRESIDENT,Secret de crème fluide légère 25% MG UHT,"3,99€","6,65€ / l",4.0,Almost there,"Entretien, accessoires de la maison",2025-01-09 10:59:13,3.99,6.65,0.6,0.5951253175735474,Boissons-et-Lait
40,https://www.auchan.fr/elle-vire-creme-a-fouetter-et-mascarpone-uht/pr-C1175547,ELLE & VIRE,Crème à fouetter et Mascarpone UHT,"3,39€","10,27€ / l",4.7,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:59:23,3.39,10.27,0.3300876338851022,0.8263483047485352,Epicerie-Sucrée
41,https://www.auchan.fr/charal-sauce-3-poivres/pr-C1201264,CHARAL,Sauce 3 poivres,"2,10€","17,50€ / kg",5.0,Available,Epicerie salée,2025-01-09 10:59:25,2.1,17.5,0.12,0.8193482160568237,Epicerie-Sucrée
42,https://www.auchan.fr/charal-sauce-roquefort/pr-C1199595,CHARAL,Sauce roquefort,"2,10€","17,50€ / kg",3.6,Almost there,"Charcuterie, traiteur",2025-01-09 10:59:30,2.1,17.5,0.12,0.7339378595352173,Charcuterie
43,https://www.auchan.fr/bridelice-creme-anglaise-saveur-vanille-uht/pr-C1169620,BRIDELICE,Crème anglaise saveur vanille UHT,"2,17€","4,34€ / l",4.8,Available,"Produits laitiers, oeufs, fromages",2025-01-09 10:59:45,2.17,4.34,0.5,0.8258606195449829,Epicerie-Sucrée
44,https://www.auchan.fr/bridelice-creme-fouettee-legere-en-bombe-20-mg-uht/pr-C1161752,BRIDELICE,Crème fouettée légère en bombe 20% MG UHT,"2,94€","11,76€ / kg",4.4,Available,"Entretien, accessoires de la maison",2025-01-09 11:00:07,2.94,11.76,0.25,0.6109052896499634,Boissons-et-Lait
45,https://www.auchan.fr/president-creme-fouettee-ferme-et-onctueuse-en-bombe-uht/pr-C1161750,PRESIDENT,Crème fouettée ferme et onctueuse en bombe UHT,"3,59€","14,36€ / kg",4.5,Available,"Produits laitiers, oeufs, fromages",2025-01-09 11:00:12,3.59,14.36,0.25,0.7799805402755737,Epicerie-Sucrée
46,https://www.auchan.fr/auchan-boisson-vegetale-a-base-d-amande-sans-sucres/pr-C1305155,AUCHAN,Boisson végétale à base d'amande sans sucres,"2,06€","2,06€ / l",3.9,Available,Surgelés,2025-01-09 11:00:29,2.06,2.06,1.0,0.7878480553627014,Boissons
47,https://www.auchan.fr/auchan-boisson-vegetale-a-base-d-amande/pr-C1169837,AUCHAN,Boisson végétale à base d'amande,"2,24€","2,24€ / l",5.0,Almost there,Surgelés,2025-01-09 11:00:34,2.24,2.24,1.0,0.8902050256729126,Boissons
48,https://www.auchan.fr/auchan-boisson-vegetale-a-base-d-avoine/pr-C1170464,AUCHAN,Boisson végétale à base d'avoine,"2,26€","2,26€ / l",4.2,Almost there,Surgelés,2025-01-09 11:00:38,2.26,2.26,1.0,0.8172820806503296,Boissons
49,https://www.auchan.fr/auchan-boisson-vegetale-a-base-de-noisette/pr-C1169975,AUCHAN,Boisson végétale à base de noisette,"2,20€","2,20€ / l",4.2,Almost there,"Fruits, légumes",2025-01-09 11:00:42,2.2,2.2,1.0,0.8624424934387207,Boissons
50,https://www.auchan.fr/alpro-boisson-vegetale-a-l-amande-grillee-de-mediterranee/pr-C1174752,ALPRO,Boisson végétale à l'amande grillée de Méditerranée,"2,79€","2,79€ / l",4.8,Available,"Boucherie, volaille, poissonnerie",2025-01-09 11:00:47,2.79,2.79,1.0,0.8026015758514404,Boissons
51,https://www.auchan.fr/alpro-boisson-vegetale-noisette/pr-C1174927,ALPRO,Boisson végétale noisette,"2,73€","2,73€ / l",4.3,Almost there,"Fruits, légumes",2025-01-09 11:01:00,2.73,2.73,1.0,0.8815664052963257,Boissons
52,https://www.auchan.fr/auchan-boisson-vegetale-coco/pr-C1170463,AUCHAN,Boisson végétale coco,"2,06€","2,06€ / l",5.0,Almost there,Surgelés,2025-01-09 11:01:03,2.06,2.06,1.0,0.6961004734039307,Boissons
53,https://www.auchan.fr/auchan-boisson-vegetale-au-soja/pr-C1174955,AUCHAN,Boisson végétale au soja,"1,40€","1,40€ / l",1.5,Almost there,"Fruits, légumes",2025-01-09 11:01:12,1.4,1.4,1.0,0.7478880882263184,Boissons
54,https://www.auchan.fr/les-300-laitiers-bio-fromage-blanc-nature/pr-C1170422,LES 300 LAITIERS BIO,Fromage blanc nature,"1,90€","4,75€ / kg",4.7,Available,Tout pour bébé,2025-01-09 11:01:20,1.9,4.75,0.3999999999999999,0.7423096895217896,Produits-Laitiers-Œufs-et-Fromages
55,https://www.auchan.fr/calin-extra-fromage-blanc-nature-3-2-mg/pr-C1367215,CALIN,Extra - Fromage blanc nature 3,"2,86€","3,36€ / kg",4.6,Available,Tout pour bébé,2025-01-09 11:01:24,2.86,3.36,0.8511904761904762,0.6608355045318604,Produits-Laitiers-Œufs-et-Fromages
56,https://www.auchan.fr/rians-mini-faisselle-fromage-blanc-de-campagne/pr-C1178075,RIANS,Mini faisselle fromage blanc de campagne,"2,29€","5,73€ / kg",5.0,Available,"Produits laitiers, oeufs, fromages",2025-01-09 11:01:29,2.29,5.73,0.3996509598603839,0.7931098341941833,Pain-et-Viennoiserie
57,https://www.auchan.fr/les-300-laitiers-bio-yaourt-nature/pr-C1730521,LES 300 LAITIERS BIO,Yaourt nature,"1,32€","3,00€ / kg",4.6,Available,"Produits laitiers, oeufs, fromages",2025-01-09 11:01:39,1.32,3.0,0.44,0.6296936869621277,Produits-Laitiers-Œufs-et-Fromages
58,https://www.auchan.fr/perle-de-lait-yaourt-brasse-nature/pr-C1475359,PERLE DE LAIT,Yaourt brassé nature,"2,02€","4,04€ / kg",4.0,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:01:43,2.02,4.04,0.5,0.6657471656799316,Produits-Laitiers-Œufs-et-Fromages
59,https://www.auchan.fr/veloute-yaourt-brasse-nature/pr-C1177444,VELOUTE,Yaourt brassé nature,"3,85€","1,93€ / kg",4.9,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:01:48,3.85,1.93,1.9948186528497407,0.6657471656799316,Produits-Laitiers-Œufs-et-Fromages
60,https://www.auchan.fr/perle-de-lait-yaourt-brasse-nature-sur-lit-de-caramel-a-la-fleur-de-sel/pr-C1171630,PERLE DE LAIT,Yaourt brassé nature sur lit de caramel à la fleur de sel,"1,88€","3,76€ / kg",4.0,Almost there,Epicerie sucrée,2025-01-09 11:01:53,1.88,3.76,0.5,0.7141271233558655,Epicerie-Sucrée
61,https://www.auchan.fr/vrai-yaourt-nature-bio-0-mg/pr-C1175571,VRAI,Yaourt nature bio 0% MG,"1,64€","3,28€ / kg",5.0,Available,"Produits laitiers, oeufs, fromages",2025-01-09 11:02:06,1.64,3.28,0.5,0.5712165832519531,Boissons-et-Lait
62,https://www.auchan.fr/panier-de-yoplait-yaourt-aux-fruits-panache-avec-morceaux/pr-C1774893,PANIER DE YOPLAIT,Yaourt aux fruits panaché avec morceaux,"3,69€","1,85€ / kg",4.1,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:02:11,3.69,1.85,1.9945945945945944,0.8095680475234985,Epicerie-Sucrée
63,https://www.auchan.fr/perle-de-lait-yaourt-brasse-a-la-vanille/pr-C1475362,PERLE DE LAIT,Yaourt brassé à la vanille,"1,98€","3,96€ / kg",4.6,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:02:23,1.98,3.96,0.5,0.8347864747047424,Epicerie-Sucrée
64,https://www.auchan.fr/vrai-creme-dessert-au-lait-de-brebis-au-chocolat-bio/pr-C1176680,VRAI,Crème dessert au lait de brebis au chocolat bio,"2,81€","11,24€ / kg",3.8,Available,Epicerie sucrée,2025-01-09 11:02:28,2.81,11.24,0.25,0.8369585275650024,Epicerie-Sucrée
65,https://www.auchan.fr/la-fermiere-yaourt-a-la-vanille-de-madagascar/pr-C1177811,LA FERMIERE,Yaourt à la vanille de Madagascar,"2,25€","8,04€ / kg",5.0,Available,"Produits laitiers, oeufs, fromages",2025-01-09 11:02:32,2.25,8.04,0.2798507462686567,0.6927717328071594,Epicerie-Sucrée
66,https://www.auchan.fr/les-300-laitiers-bio-creme-au-chocolat/pr-C1170513,LES 300 LAITIERS BIO,Crème au chocolat,"1,90€","5,00€ / kg",4.6,Almost there,Epicerie sucrée,2025-01-09 11:02:44,1.9,5.0,0.38,0.9145219326019288,Epicerie-Sucrée
67,https://www.auchan.fr/savoie-yaourt-yaourt-sucre-sur-lit-de-fruits-rouges/pr-C1177662,SAVOIE YAOURT,Yaourt sucré sur lit de fruits rouges,"3,35€","4,47€ / kg",4.8,Available,"Eaux, jus, soda, thés glacés",2025-01-09 11:03:00,3.35,4.47,0.749440715883669,0.7626603245735168,Epicerie-Sucrée
68,https://www.auchan.fr/savoie-yaourt-yaourt-sucre-sur-lit-de-fruits-jaunes/pr-C1177661,SAVOIE YAOURT,Yaourt sucré sur lit de fruits jaunes,"3,35€","4,47€ / kg",4.8,Available,"Eaux, jus, soda, thés glacés",2025-01-09 11:03:04,3.35,4.47,0.749440715883669,0.7459878921508789,Epicerie-Sucrée
69,https://www.auchan.fr/bonne-maman-yaourt-surmonte-de-morceaux-de-fraises/pr-C1480132,BONNE MAMAN,Yaourt surmonté de morceaux de fraises,"2,15€","8,60€ / kg",4.6,Available,"Produits laitiers, oeufs, fromages",2025-01-09 11:03:09,2.15,8.6,0.25,0.7551634907722473,Epicerie-Sucrée
70,https://www.auchan.fr/savoie-yaourt-yaourt-sucre-sur-lit-de-fruits-de-saison-framboise-citron-groseille-nectarine/pr-C1177278,SAVOIE YAOURT,Yaourt sucré sur lit de fruits de saison framboise citron groseille/nectarine,"2,69€","3,59€ / kg",5.0,Almost there,Surgelés,2025-01-09 11:03:13,2.69,3.59,0.7493036211699164,0.7461643218994141,Epicerie-Sucrée
71,https://www.auchan.fr/plaisir-des-alpes-yaourt-sucre-aux-fruits-exotiques/pr-C1740603,PLAISIR DES ALPES,Yaourt sucré aux fruits exotiques,"2,69€","3,59€ / kg",5.0,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:03:23,2.69,3.59,0.7493036211699164,0.7946762442588806,Epicerie-Sucrée
72,https://www.auchan.fr/bonne-maman-yaourt-surmonte-de-morceaux-d-abricots/pr-C1480134,BONNE MAMAN,Yaourt surmonté de morceaux d'abricots,"1,80€","7,20€ / kg",5.0,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:03:32,1.8,7.2,0.25,0.7639119029045105,Epicerie-Sucrée
73,https://www.auchan.fr/bonne-maman-yaourt-surmonte-de-morceaux-de-cerises/pr-C1480227,BONNE MAMAN,Yaourt surmonté de morceaux de cerises,"1,80€","7,20€ / kg",4.4,Almost there,Surgelés,2025-01-09 11:03:35,1.8,7.2,0.25,0.7389435768127441,Epicerie-Sucrée
74,https://www.auchan.fr/la-fermiere-yaourt-onctueux-vanille-sur-lit-gourmand-poires-amandes/pr-C1669830,LA FERMIERE,Yaourt onctueux vanille sur lit gourmand poires amandes,"3,61€","12,03€ / kg",4.6,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:03:44,3.61,12.03,0.3000831255195345,0.6975798606872559,Epicerie-Sucrée
75,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-saveur-vanille/pr-C1164301,ACTIVIA,Probiotiques - Yaourt au bifidus saveur vanille,"5,99€","3,00€ / kg",4.7,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:03:52,5.99,3.0,1.9966666666666668,0.748449444770813,Boissons-et-Lait
76,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-la-fraise/pr-C1158017,ACTIVIA,Probiotiques - Yaourt au bifidus à la fraise,"1,75€","3,50€ / kg",4.3,Available,"Produits laitiers, oeufs, fromages",2025-01-09 11:03:57,1.75,3.5,0.5,0.7937513589859009,Produits-Laitiers-Œufs-et-Fromages
77,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-la-mangue/pr-C1158019,ACTIVIA,Probiotiques - Yaourt au bifidus à la mangue,"1,79€","3,58€ / kg",4.5,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:04:01,1.79,3.58,0.5,0.7232916951179504,Epicerie-Sucrée
78,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-mure-framboise/pr-C1158409,ACTIVIA,Probiotiques - Yaourt au bifidus mûre framboise,"1,79€","3,58€ / kg",4.4,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:04:05,1.79,3.58,0.5,0.7327805757522583,Epicerie-Sucrée
79,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-l-ananas/pr-C1158027,ACTIVIA,Probiotiques - Yaourt au bifidus à l'ananas,"1,75€","3,50€ / kg",4.6,Available,"Produits laitiers, oeufs, fromages",2025-01-09 11:04:10,1.75,3.5,0.5,0.7599247097969055,Produits-Laitiers-Œufs-et-Fromages
80,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-panache-vanille-framboise/pr-C1164299,ACTIVIA,Probiotiques - Yaourt au bifidus panaché vanille framboise,"6,53€","3,27€ / kg",4.5,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:04:14,6.53,3.27,1.996941896024465,0.7529477477073669,Epicerie-Sucrée
81,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-la-figue/pr-C1158406,ACTIVIA,Probiotiques - Yaourt au bifidus à la figue,"1,75€","3,50€ / kg",3.2,Available,"Produits laitiers, oeufs, fromages",2025-01-09 11:04:17,1.75,3.5,0.5,0.7307338714599609,Produits-Laitiers-Œufs-et-Fromages
82,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-la-poire/pr-C1158028,ACTIVIA,Probiotiques - Yaourt au bifidus à la poire,"1,79€","3,58€ / kg",5.0,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:04:21,1.79,3.58,0.5,0.7818183302879333,Produits-Laitiers-Œufs-et-Fromages
83,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-la-cerise/pr-C1158029,ACTIVIA,Probiotiques - Yaourt au bifidus à la cerise,"1,75€","3,50€ / kg",5.0,Available,"Produits laitiers, oeufs, fromages",2025-01-09 11:04:25,1.75,3.5,0.5,0.7556213736534119,Produits-Laitiers-Œufs-et-Fromages
84,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-peche-framboise/pr-C1158018,ACTIVIA,Probiotiques - Yaourt au bifidus pêche framboise,"1,79€","3,58€ / kg",5.0,Almost there,"Boucherie, volaille, poissonnerie",2025-01-09 11:04:30,1.79,3.58,0.5,0.6975293159484863,Epicerie-Sucrée
85,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-a-l-abricot/pr-C1158407,ACTIVIA,Probiotiques - Yaourt au bifidus à l'abricot,"1,79€","3,58€ / kg",4.4,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:04:34,1.79,3.58,0.5,0.7780901193618774,Produits-Laitiers-Œufs-et-Fromages
86,https://www.auchan.fr/activia-probiotiques-yaourt-au-bifidus-aux-pruneaux/pr-C1158020,ACTIVIA,Probiotiques - Yaourt au bifidus aux pruneaux,"1,79€","3,58€ / kg",4.7,Almost there,"Produits laitiers, oeufs, fromages",2025-01-09 11:04:43,1.79,3.58,0.5,0.7681736350059509,Produits-Laitiers-Œufs-et-Fromages
